PUBLICATION_DATE,TAXA_ID,TARGET_TAXON,PHYLUM,CLASS,SUBCLASS,ORDER,SUBORDER,FAMILY,SUBFAMILY,GENUS,SPECIES,SUBSPECIES,NON_NATIVE,CLADOCERA_SIZE,NET_SIZECLS_NEW,FFG,NON_TARGET
8/13/2024,1436,SKISTODIAPTOMUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,SKISTODIAPTOMUS,,,,,COARSE,HERB,
8/13/2024,1437,SKISTODIAPTOMUS CAROLINENSIS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,SKISTODIAPTOMUS,CAROLINENSIS,,,,COARSE,HERB,
8/13/2024,1438,SKISTODIAPTOMUS MISSISSIPPIENSIS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,SKISTODIAPTOMUS,MISSISSIPPIENSIS,,,,COARSE,HERB,
8/13/2024,1439,SKISTODIAPTOMUS OREGONENSIS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,SKISTODIAPTOMUS,OREGONENSIS,,,,COARSE,HERB,
8/13/2024,1440,SKISTODIAPTOMUS PALLIDUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,SKISTODIAPTOMUS,PALLIDUS,,"CT,MA,ME,NH,RI,VT,NJ,NY,DE,MD,PA,VA,WV,AL,FL,KY,GA,NC,SC,TN,IN,MI,MN,OH,WI,NM,OK,KS,NE,CO,UT,MT,ND,SD,WY,AZ,CA,HI,NV,AK,ID,OR,WA",,COARSE,HERB,
8/13/2024,1441,SKISTODIAPTOMUS PYGMAEUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,SKISTODIAPTOMUS,PYGMAEUS,,,,COARSE,HERB,
8/13/2024,1442,SKISTODIAPTOMUS REIGHARDI,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,SKISTODIAPTOMUS,REIGHARDI,,,,COARSE,HERB,
8/13/2024,1443,SKISTODIAPTOMUS SINUATUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,SKISTODIAPTOMUS,SINUATUS,,,,COARSE,HERB,
8/13/2024,1444,SQUATINELLA MUTICA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LEPADELLIDAE,,SQUATINELLA,MUTICA,,,,FINE,HERB,
8/13/2024,1445,SQUATINELLA ROSTRUM ROSTRUM,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LEPADELLIDAE,,SQUATINELLA,ROSTRUM,ROSTRUM,,,FINE,HERB,
8/13/2024,1446,STREBLOCERUS SERRICAUDATUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MACROTHRICIDAE,,STREBLOCERUS,SERRICAUDATUS,,,LARGE,COARSE,HERB,
8/13/2024,1447,SYNCHAETA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,SYNCHAETA,,,,,FINE,PRED,
8/13/2024,1448,SYNCHAETA BICORNIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,SYNCHAETA,BICORNIS,,,,FINE,PRED,
8/13/2024,1449,SYNCHAETA KITINA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,SYNCHAETA,KITINA,,,,FINE,PRED,
8/13/2024,1450,SYNCHAETA LAKOWITZIANA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,SYNCHAETA,LAKOWITZIANA,,,,FINE,PRED,
8/13/2024,1451,SYNCHAETA LONGIPES,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,SYNCHAETA,LONGIPES,,,,FINE,PRED,
8/13/2024,1452,SYNCHAETA OBLONGA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,SYNCHAETA,OBLONGA,,,,FINE,PRED,
8/13/2024,1453,SYNCHAETA PECTINATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,SYNCHAETA,PECTINATA,,,,FINE,PRED,
8/13/2024,1454,SYNCHAETA STYLATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,SYNCHAETA,STYLATA,,,,FINE,PRED,
8/13/2024,1455,TESTUDINELLA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,TESTUDINELLIDAE,,TESTUDINELLA,,,,,FINE,HERB,
8/13/2024,1456,TESTUDINELLA MUCRONATA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,TESTUDINELLIDAE,,TESTUDINELLA,MUCRONATA,,,,FINE,HERB,
8/13/2024,1457,TESTUDINELLA PARVA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,TESTUDINELLIDAE,,TESTUDINELLA,PARVA,,,,FINE,HERB,
8/13/2024,1458,TESTUDINELLA PARVA PARVA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,TESTUDINELLIDAE,,TESTUDINELLA,PARVA,PARVA,,,FINE,HERB,
8/13/2024,1459,TESTUDINELLA PATINA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,TESTUDINELLIDAE,,TESTUDINELLA,PATINA,,,,FINE,HERB,
8/13/2024,1460,TESTUDINELLA TRIDENTATA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,TESTUDINELLIDAE,,TESTUDINELLA,TRIDENTATA,,,,FINE,HERB,
8/13/2024,1461,TREMATODA,PLATYHELMINTHES,TREMATODA,,,,,,,,,,,COARSE,,Y
8/13/2024,1462,TRICHOCERCA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,,,,,FINE,PARA,
8/13/2024,1463,TRICHOCERCA BICRISTATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,BICRISTATA,,,,FINE,PRED,
8/13/2024,1464,TRICHOCERCA CAPUCINA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,CAPUCINA,,,,FINE,PRED,
8/13/2024,1465,TRICHOCERCA COLLARIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,COLLARIS,,,,FINE,PRED,
8/13/2024,1466,TRICHOCERCA CYLINDRICA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,CYLINDRICA,,,,FINE,PRED,
8/13/2024,1467,TRICHOCERCA DIXON-NUTTALLI,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,DIXON-NUTTALLI,,,,FINE,PRED,
8/13/2024,1468,TRICHOCERCA ELONGATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,ELONGATA,,,,FINE,PRED,
8/13/2024,1469,TRICHOCERCA FLAGELLATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,FLAGELLATA,,,,FINE,PRED,
8/13/2024,1470,TRICHOCERCA GRACILIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,GRACILIS,,,,FINE,PRED,
8/13/2024,1471,TRICHOCERCA INERMIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,INERMIS,,,,FINE,PRED,
8/13/2024,1472,TRICHOCERCA LATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,LATA,,,,FINE,PRED,
8/13/2024,1473,TRICHOCERCA LONGISETA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,LONGISETA,,,,FINE,PRED,
8/13/2024,1474,TRICHOCERCA MOLLIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,MOLLIS,,,,FINE,PRED,
8/13/2024,1475,TRICHOCERCA MUCOSA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,MUCOSA,,,,FINE,PRED,
8/13/2024,1476,TRICHOCERCA MULTICRINIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,MULTICRINIS,,,,FINE,PRED,
8/13/2024,1477,TRICHOCERCA MUSCULUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,MUSCULUS,,,,FINE,PRED,
8/13/2024,1478,TRICHOCERCA PORCELLUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,PORCELLUS,,,,FINE,PRED,
8/13/2024,1479,TRICHOCERCA PUSILLA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,PUSILLA,,,,FINE,PRED,
8/13/2024,1480,TRICHOCERCA RATTUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,RATTUS,,,,FINE,PRED,
8/13/2024,1481,TRICHOCERCA ROSEA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,ROSEA,,,,FINE,PRED,
8/13/2024,1482,TRICHOCERCA ROUSSELETI,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,ROUSSELETI,,,,FINE,PRED,
8/13/2024,1483,TRICHOCERCA SIMILIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,SIMILIS,,,,FINE,PRED,
8/13/2024,1484,TRICHOCERCA STYLATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,STYLATA,,,,FINE,PRED,
8/13/2024,1485,TRICHOCERCA TENUIOR,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,TENUIOR,,,,FINE,PRED,
8/13/2024,1486,TRICHOCERCA TIGRIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,TIGRIS,,,,FINE,PRED,
8/13/2024,1487,TRICHOCERCA WEBERI,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,WEBERI,,,,FINE,PRED,
8/13/2024,1488,TRICHOTRIA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOTRIIDAE,,TRICHOTRIA,,,,,FINE,HERB,
8/13/2024,1489,TRICHOTRIA POCILLUM,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOTRIIDAE,,TRICHOTRIA,POCILLUM,,,,FINE,HERB,
8/13/2024,1490,TRICHOTRIA TETRACTIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOTRIIDAE,,TRICHOTRIA,TETRACTIS,,,,FINE,HERB,
8/13/2024,1491,TRICHOTRIA TETRACTIS SIMILIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOTRIIDAE,,TRICHOTRIA,TETRACTIS,SIMILIS,,,FINE,HERB,
8/13/2024,1492,TROCHOSPHAERA SOLSTITIALIS,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,TROCHOSPHAERIDAE,,TROCHOSPHAERA,SOLSTITIALIS,,,,FINE,UNK,
8/13/2024,1493,TROPOCYCLOPS PRASINUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,TROPOCYCLOPS,PRASINUS,,,,COARSE,HERB,
8/13/2024,1494,TROPOCYCLOPS PRASINUS MEXICANUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,TROPOCYCLOPS,PRASINUS,MEXICANUS,,,COARSE,HERB,
8/13/2024,1495,UCA,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,PLEOCYEMATA,OCYPODOIDAE,,UCA,,,,,COARSE,,Y
8/13/2024,1496,WLASSICSIA KINISTINENSIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MACROTHRICIDAE,,WLASSICSIA,KINISTINENSIS,,,LARGE,COARSE,HERB,
8/13/2024,1497,WOLGA SPINIFERA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOTRIIDAE,,WOLGA,SPINIFERA,,,,FINE,HERB,
8/13/2024,5002,ACARI,ARTHROPODA,ARACHNIDA,ACARI,,,,,,,,,,,,
8/13/2024,5003,BOSMINOPSIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,BOSMINIDAE,,BOSMINOPSIS,,,,SMALL,COARSE,HERB,
8/13/2024,5004,BRACHIONUS LEYDIGI,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,BRACHIONUS,LEYDIGI,,,,FINE,OMNI,
8/13/2024,5005,BRACHIONUS PTERODINOIDES,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,BRACHIONUS,PTERODINOIDES,,,,FINE,OMNI,
8/13/2024,5006,BRACHIONUS URCEOLARIS COMPLEX,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,BRACHIONUS,URCEOLARIS COMPLEX,,,,FINE,OMNI,
8/13/2024,5007,BYTHOTREPHES,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CERCOPAGIDIDAE,,,,,,LARGE,COARSE,PRED,
8/13/2024,5008,CENTROPAGIDAE,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,CENTROPAGIDAE,,,,,,,COARSE,,
8/13/2024,5009,CERCOPAGIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CERCOPAGIDIDAE,,CERCOPAGIS,,,,LARGE,COARSE,PRED,
8/13/2024,5010,CHAOBORUS ALBIPES,ARTHROPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,CHAOBORIDAE,CHAOBORINAE,CHAOBORUS,ALBIPES,,,,COARSE,PRED,
8/13/2024,5011,CHAOBORUS AMERICANUS,ARTHROPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,CHAOBORIDAE,CHAOBORINAE,CHAOBORUS,AMERICANUS,,,,COARSE,PRED,
8/13/2024,5012,CHAOBORUS FLAVICANS,ARTHROPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,CHAOBORIDAE,CHAOBORINAE,CHAOBORUS,FLAVICANS,,,,COARSE,PRED,
8/13/2024,5013,CHAOBORUS FLAVICANS/PUNCTIPENNIS,ARTHROPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,CHAOBORIDAE,CHAOBORINAE,CHAOBORUS,FLAVICANS/PUNCTIPENNIS,,,,COARSE,PRED,
8/13/2024,5014,CHAOBORUS PUNCTIPENNIS,ARTHROPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,CHAOBORIDAE,CHAOBORINAE,CHAOBORUS,PUNCTIPENNIS,,,,COARSE,PRED,
8/13/2024,5015,COLLOTHECIDAE,ROTIFERA,EUROTATORIA,MONOGONONTA,COLLOTHECACEAE,,COLLOTHECIDAE,,,,,,,FINE,PRED,
8/13/2024,5016,CONOCHILIDAE,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,CONOCHILIDAE,,,,,,,FINE,HERB,
8/13/2024,5017,CYCLOPIDAE,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,,,,,,COARSE,UNK,
8/13/2024,5018,DAPHNIA CATAWBA/PULEX COMPLEX,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,CATAWBA/PULEX COMPLEX,,,LARGE,COARSE,HERB,
8/13/2024,5019,DAPHNIA CTENODAPHNIA COMPLEX,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,CTENODAPHNIA COMPLEX,,,LARGE,COARSE,HERB,
8/13/2024,5020,DAPHNIA MENDOTAE COMPLEX,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,MENDOTAE COMPLEX,,,LARGE,COARSE,HERB,
8/13/2024,5021,EPIPHANIDAE,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,EPIPHANIDAE,,,,,,,FINE,OMNI,
8/13/2024,5022,EURYCERCUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,EURYCERCUS,,,,SMALL,COARSE,HERB,
8/13/2024,5023,HOLOPEDIUM AMAZONICUM,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,HOLOPEDIIDAE,,HOLOPEDIUM,,,,LARGE,COARSE,HERB,
8/13/2024,5024,KERATELLA CCEO,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,,,,,FINE,HERB,
8/13/2024,5025,KERATELLA CHUSSA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,CHUSSA,,,,FINE,HERB,
8/13/2024,5026,KERATELLA IRREGULARIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,IRREGULARIS,,,,FINE,HERB,
8/13/2024,5027,LATONA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,SIDIDAE,,LATONA,,,,LARGE,COARSE,HERB,
8/13/2024,5028,LECANIDAE,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,,,,,,FINE,HERB,
8/13/2024,5029,LEPTODORA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,LEPTODORIDAE,,LEPTODORA,,,,LARGE,COARSE,PRED,
8/13/2024,5030,LIMNIAS,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,FLOSCULARIIDAE,,LIMNIAS,,,,,FINE,HERB,
8/13/2024,5031,MACROTHRICIDAE,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MACROTHRICIDAE,,,,,,LARGE,COARSE,HERB,
8/13/2024,5032,MONOMMATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,NOTOMMATIDAE,,MONOMMATA,,,,,FINE,OMNI,
8/13/2024,5033,MYSIS RELICTA,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,MYSIDA,,MYSIDAE,,MYSIS,RELICTA,,,,COARSE,HERB,Y
8/13/2024,5034,PLATYIAS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,PLATYIAS,,,,,FINE,UNK,
8/13/2024,5035,POLYPHEMUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,POLYPHEMIDAE,,POLYPHEMUS,,,,SMALL,COARSE,PRED,
8/13/2024,5036,POMPHOLYX,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,TESTUDINELLIDAE,,POMPHOLYX,,,,,FINE,HERB,
8/13/2024,5037,PROSTIGMATA,ARTHROPODA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,,,,,,,,PARA,
8/13/2024,5038,RESTICULA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,NOTOMMATIDAE,,RESTICULA,,,,,FINE,OMNI,
8/13/2024,5039,SCAPHOLEBERIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,SCAPHOLEBERIS,,,,SMALL,COARSE,HERB,
8/13/2024,5040,SIDA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,SIDIDAE,,SIDA,,,,LARGE,COARSE,HERB,
8/13/2024,5041,SINANTHERINA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,FLOSCULARIIDAE,,SINANTHERINA,,,,,FINE,HERB,
8/13/2024,5042,TEMORIDAE,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,TEMORIDAE,,,,,,,COARSE,UNK,
8/13/2024,5043,TYLOTROCHA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,NOTOMMATIDAE,,TYLOTROCHA,,,,,FINE,UNK,
8/13/2024,5044,WIERZEJSKIELLA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,DICRANOPHORIDAE,,WIERZEJSKIELLA,,,,,FINE,UNK,
8/13/2024,5045,WOLGA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOTRIIDAE,,WOLGA,,,,,FINE,HERB,
8/13/2024,5046,ARTEMIA,ARTHROPODA,BRANCHIOPODA,,ANOSTRACA,,ARTEMIIDAE,,ARTEMIA,,,,,COARSE,,
8/13/2024,5047,CERATOPOGONIDAE,ARTHROPODA,INSECTA,,DIPTERA,,CERATOPOGONIDAE,,,,,,,COARSE,PRED,
8/13/2024,5048,CHIRONOMIDAE,ARTHROPODA,INSECTA,,DIPTERA,,CHIRONOMIDAE,,,,,,,COARSE,,
8/13/2024,5049,GAMMARIDAE,ARTHROPODA,MALACOSTRACA,,AMPHIPODA,GAMMERIDEA,GAMMARIDAE,,,,,,,COARSE,,Y
8/13/2024,5050,HYGROBATES,ARTHROPODA,ARACHNIDA,,TROMBIDIFORMES,,HYGROBATIDAE,,HYGROBATES,,,,,,PRED,
